"gene_id","GO_ids"
"LOC116196064",""
"LOC116211502","GO:0016021"
"LOC116210421","GO:0005634; GO:0006355; GO:0040008; GO:0046983"
"LOC116210556","GO:0005634"
"LOC116194203","GO:0016021"
"LOC116194257","GO:0003677; GO:0003700; GO:0005634"
"LOC116211605","GO:0003723; GO:0005737; GO:0043229"
"LOC116197501","GO:0003723"
"LOC116210124","GO:0005524; GO:0009536; GO:0016021; GO:0140359"
"LOC116210502","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116195703","GO:0009579; GO:0016021"
"LOC116211917",""
"LOC116212450","GO:0030570; GO:0045490; GO:0046872"
"LOC116212279","GO:0009733"
"LOC116211277","GO:0004672; GO:0005524"
"LOC116209883","GO:0016021; GO:0022857"
"LOC116210591","GO:0005634; GO:0007165"
"LOC116210079",""
"LOC116212063","GO:0008270"
"LOC116211140","GO:0004842"
"LOC116211245","GO:0003676; GO:0006955; GO:0031047; GO:0051607"
"LOC116212508","GO:0008641"
"LOC116212283","GO:0003723; GO:0016021"
"LOC116210092","GO:0005886; GO:0015079; GO:0016021"
"LOC116210655","GO:0005509; GO:0009535; GO:0009654; GO:0015979; GO:0019898"
"LOC116210697","GO:0005829; GO:0016920"
"LOC116211664","GO:0003723; GO:0033897"
"LOC116210540",""
"LOC116210860","GO:0000139; GO:0006486; GO:0016021; GO:0016757"
"LOC116195267","GO:0003700; GO:0005634; GO:0043565"
"LOC116210269",""
"LOC116194515","GO:0004190; GO:0006629"
"LOC116196840","GO:0051087"
"LOC116211836","GO:0007049; GO:0051301"
"LOC116210654","GO:0005886; GO:0016021"
"LOC116210781",""
"LOC116210838","GO:0003735; GO:0006412; GO:0015934"
"LOC116195739","GO:0004497; GO:0005506; GO:0016705; GO:0016829; GO:0020037"
"LOC116211207",""
"LOC116193533","GO:0031023; GO:0051225"
"LOC116198030","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116210332","GO:0004190"
"LOC116210415","GO:0003700; GO:0005634; GO:0043565"
"LOC116211578","GO:0016021"
"LOC116210539","GO:0003824; GO:0005992"
"LOC116210402","GO:0005741; GO:0008308"
"LOC116210593",""
"LOC116211240","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116211710",""
"LOC116212374","GO:0003697; GO:0006355; GO:0006952"
"LOC116210169","GO:0005507; GO:0016491"
"LOC116210560","GO:0016021"
"LOC116210458","GO:0004364; GO:0006749"
"LOC116210401",""
"LOC116195555",""
"LOC116212535","GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042744; GO:0046872"
"LOC116210541","GO:0004222; GO:0005886; GO:0008270; GO:0031012; GO:0031225"
"LOC116210457","GO:0004364; GO:0006749"
"LOC116212522",""
"LOC116211069","GO:0016021; GO:0016853"
"LOC116212273","GO:0016788"
"LOC116210926","GO:0016021; GO:0022857"
"LOC116211725","GO:0003677; GO:0008270"
"LOC116211678","GO:0001735; GO:0016829; GO:0030328; GO:0110165"
"LOC116194494","GO:0012511; GO:0016021; GO:0022414"
"LOC116211100","GO:0005524; GO:0009536; GO:0016021"
"LOC116209865","GO:0016747"
"LOC116210863","GO:0016020"
"LOC116210061",""
"LOC116196443","GO:0003824"
"LOC116190172","GO:0016021"
"LOC116210954","GO:0016021"
"LOC116211109","GO:0004672; GO:0005524"
"LOC116209796",""
"LOC116193532",""
"LOC116195359","GO:0004672; GO:0005524"
"LOC116196792","GO:0016021"
"LOC116210034",""
"LOC116195240","GO:0003824"
"LOC116211296",""
"LOC116209961","GO:0016021"
"LOC116210506",""
"LOC116211515","GO:0005524; GO:0016303; GO:0048015"
"LOC116214972","GO:0006355"
"LOC116210587","GO:0000724; GO:0003677"
"LOC116195557","GO:0005975; GO:0006098; GO:0017057"
"LOC116211347","GO:0005576; GO:0009664; GO:0016020"
"LOC116210557",""
"LOC116212553",""
"LOC116211338","GO:0003677; GO:0003700; GO:0005634"
"LOC116212506","GO:0004345; GO:0006006; GO:0009051; GO:0050661"
"LOC116195345",""
"LOC116212345","GO:0003677; GO:0006355"
"LOC116194186",""
"LOC116211634","GO:0004674; GO:0005524; GO:0009579"
"LOC116190395",""
"LOC116210730",""
"LOC116211604","GO:0000160; GO:0003677; GO:0005634"
"LOC116196057","GO:0008270"
"LOC116211482",""
"LOC116209882","GO:0016747"
"LOC116211810","GO:0009881; GO:0010224; GO:0042803"
"LOC116197114",""
"LOC116209974",""
"LOC116211992","GO:0006006; GO:0009536; GO:0016620; GO:0050661; GO:0051287"
"LOC116196948","GO:0005524; GO:0016740"
"LOC116211235",""
"LOC116211233","GO:0005576; GO:0016985; GO:0071704"
"LOC116211932",""
"LOC116199118",""
"LOC116211294","GO:0051537; GO:0097428"
"LOC116210906","GO:0005509"
"LOC116212481","GO:0004672; GO:0005524; GO:0016021"
"LOC116212531","GO:0016021"
"LOC116200851",""
"LOC116210456",""
"LOC116211580","GO:0003735; GO:0005829; GO:0005840; GO:0006412"
"LOC116211852","GO:0005576; GO:0008083; GO:0008283; GO:0030154"
"LOC116199134","GO:0005777; GO:0046872"
"LOC116210075","GO:0016747"
"LOC116211615","GO:0004739; GO:0005737; GO:0006086; GO:0006096; GO:0043231"
"LOC116210345","GO:0008289; GO:0016021"
"LOC116193550",""
"LOC116198612","GO:0004176; GO:0004222; GO:0005524; GO:0009536; GO:0016020; GO:0016887"
"LOC116211280","GO:0006865; GO:0016021"
"LOC116211490",""
"LOC116198498",""
"LOC116211751","GO:0006744; GO:0031314"
"LOC116210679","GO:0006952; GO:0012501; GO:2000031"
"LOC116196964","GO:0005737"
"LOC116212484",""
"LOC116211279",""
"LOC116200122","GO:0016021"
"LOC116210835","GO:0003677; GO:0003682; GO:0003886; GO:0005634; GO:0006325"
"LOC116195075","GO:0015297; GO:0016021; GO:0042910; GO:1990961"
"LOC116212030","GO:0046872"
"LOC116211380",""
"LOC116196107","GO:0004674; GO:0005524; GO:0016021"
"LOC116211254",""
"LOC116210640","GO:0003677; GO:0003700; GO:0005634; GO:0009873"
"LOC116201352",""
"LOC116211872","GO:0016021"
"LOC116196934","GO:0016021; GO:0022857; GO:0055062"
"LOC116211053","GO:0005634; GO:0008270"
"LOC116190396","GO:0005634; GO:0008270"
"LOC116212491","GO:0005789; GO:0016021; GO:0016125; GO:0047750"
"LOC116211620","GO:0003690; GO:0006353; GO:0006355"
"LOC116212398","GO:0008935; GO:0009234"
"LOC116209852",""
"LOC116197052","GO:0004672; GO:0005524; GO:0016021"
"LOC116199136","GO:0000373; GO:0003723; GO:0009658"
"LOC116201708",""
"LOC116190398",""
"LOC116212485",""
"LOC116210126","GO:0005315; GO:0016021; GO:1990547"
"LOC116212387","GO:0003729; GO:0003735; GO:0006412; GO:0015934"
"LOC116212057",""
"LOC116197783","GO:0004672; GO:0005524; GO:0016021"
"LOC116212036","GO:0016021"
"LOC116201880","GO:0016491"
"LOC116212002","GO:0004842"
"LOC116210419","GO:0015112; GO:0016021; GO:0042128"
"LOC116212003","GO:0003676; GO:0003724; GO:0005524; GO:0016787"
"LOC116195107","GO:0046872"
"LOC116210486","GO:0016788"
"LOC116201729","GO:0005634; GO:0006325; GO:0006355; GO:0042393; GO:0046872"
"LOC116210638","GO:0003677; GO:0003700; GO:0005634; GO:0009873"
"LOC116196411","GO:0016021"
"LOC116212532","GO:0003723"
"LOC116211565","GO:0005315; GO:0006817; GO:0015293; GO:0016021"
"LOC116187907","GO:0005634; GO:0005737; GO:0006511; GO:0019773"
"LOC116201725",""
"LOC116210626","GO:0016021"
"LOC116211036","GO:0005634; GO:0006629"
"LOC116211504","GO:0016757"
"LOC116209973","GO:0010090"
"LOC116211001",""
"LOC116210143","GO:0008168; GO:0032259; GO:0046872"
"LOC116212544",""
"LOC116211718",""
"LOC116211110","GO:0005886; GO:0016655; GO:0048038"
"LOC116210733","GO:0005975; GO:0030246; GO:0090599"
"LOC116198777","GO:0016021"
"LOC116211295",""
"LOC116200695","GO:0004674; GO:0005524; GO:0016021"
"LOC116210466",""
"LOC116210890","GO:0016747"
"LOC116212365","GO:0000139; GO:0015031; GO:0016021; GO:0016192"
"LOC116211118","GO:0006865; GO:0016021"
"LOC116211397","GO:0003951; GO:0004143; GO:0005524; GO:0006952; GO:0007205; GO:0016021; GO:0035556"
"LOC116200147","GO:0003677; GO:0003700; GO:0005634"
"LOC116198685","GO:0003700; GO:0005634; GO:0043565"
"LOC116199987","GO:0016592"
"LOC116198499","GO:0003677"
"LOC116198734","GO:0004857; GO:0005576; GO:0030599; GO:0042545; GO:0045330; GO:0045490"
"LOC116198589","GO:0003993; GO:0045735"
"LOC116210306",""
"LOC116201350","GO:0016491; GO:0046872"
"LOC116210099",""
"LOC116199514",""
"LOC116209985","GO:0000148; GO:0003843; GO:0006075; GO:0008360; GO:0016021; GO:0071555"
"LOC116201484","GO:0016021"
"LOC116200700","GO:0016616; GO:0051287"
"LOC116211173","GO:0005524; GO:0005856"
"LOC116211171","GO:0005524; GO:0005856"
"LOC116211033","GO:0004672; GO:0005524"
"LOC116212245",""
"LOC116211750","GO:0042274"
"LOC116211298","GO:0016021; GO:0022857"
"LOC116212458","GO:0030570; GO:0045490; GO:0046872"
"LOC116210296","GO:0000036; GO:0009507; GO:0031177"
"LOC116201164",""
"LOC116209997",""
"LOC116210790",""
"LOC116201715",""
"LOC116212050",""
"LOC116215581",""
"LOC116212367","GO:0008168; GO:0032259"
"LOC116211977",""
"LOC116201698","GO:0005524; GO:0006952; GO:0043531"
"LOC116187132","GO:0005886; GO:0008519; GO:0016021"
"LOC116200299","GO:0008271; GO:0015293; GO:0016021"
"LOC116200696",""
"LOC116210438",""
"LOC116201716",""
"LOC116200693","GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017"
"LOC116200701","GO:0009535; GO:0009538; GO:0015979; GO:0016021"
"LOC116201738",""
"LOC116210635","GO:0004672; GO:0005524"
"LOC116201722","GO:0016021"
"LOC116200195","GO:0003677; GO:0005634; GO:0006367; GO:0032968"
"LOC116201101","GO:0016021"
"LOC116210994","GO:0000166; GO:0003677; GO:0003887; GO:0004527; GO:0005634; GO:0006260; GO:0046872; GO:0051539"
"LOC116201815","GO:0005198; GO:0015031"
"LOC116190165","GO:0016021"
"LOC116210948","GO:0016021"
"LOC116210680","GO:0005634; GO:0008420; GO:0070940; GO:0106306; GO:0106307"
"LOC116198686","GO:0005886; GO:0016021"
"LOC116201135","GO:0005337; GO:0016021"
"LOC116199158","GO:0003677; GO:0003700; GO:0005634"
"LOC116210561","GO:0016021"
"LOC116201679","GO:0003677; GO:0005524; GO:0006952; GO:0043531; GO:0046872"
"LOC116209884","GO:0006952"
"LOC116210407","GO:0004497; GO:0071949"
"LOC116210791",""
"LOC116193000","GO:0006355"
"LOC116210497","GO:0016021"
"LOC116212447","GO:0004553; GO:0010411; GO:0016762; GO:0042546; GO:0048046; GO:0071555"
"LOC116210346","GO:0003747; GO:0005737; GO:0040008"
"LOC116214714","GO:0008270"
"LOC116201706",""
"LOC116214424","GO:0005576"
"LOC116213831","GO:0016021"
"LOC116212403",""
"LOC116192998","GO:0008080"
"LOC116211984","GO:0003677; GO:0006355"
"LOC116201276",""
"LOC116210098","GO:0047834"
"LOC116201338","GO:0009579; GO:0016021"
"LOC116212782","GO:0000139; GO:0006486; GO:0016021; GO:0016757"
"LOC116210950","GO:0016021"
"LOC116211782","GO:0016301"
"LOC116192362","GO:0004499; GO:0050660; GO:0050661"
"LOC116199543",""
"LOC116189727","GO:0016301; GO:0046854; GO:0048015"
"LOC116210895","GO:0016301; GO:0046854; GO:0048015"
"LOC116210558",""
"LOC116200015","GO:0004672; GO:0005524"
"LOC116201650","GO:0005789; GO:0006886; GO:0006888; GO:0016021; GO:0070973"
"LOC116210234","GO:0016021"
"LOC116198719","GO:0008810; GO:0030245"
"LOC116210171","GO:0004497; GO:0071949"
"LOC116201713","GO:0005643; GO:0015031; GO:0046907; GO:0051028"
"LOC116209807","GO:0016788"
"LOC116209353","GO:0003735; GO:0005840; GO:0006412"
"LOC116209582","GO:0003735; GO:0005840; GO:0006412"
"LOC116201456","GO:0008168; GO:0032259"
"LOC116212275","GO:0016740"
"LOC116210181","GO:0005886; GO:0016021; GO:0016760; GO:0030244; GO:0046872; GO:0071555"
"LOC116211117","GO:0071949"
"LOC116211313","GO:0004672; GO:0005524; GO:0016021"
"LOC116210499","GO:0008270; GO:0016491"
"LOC116214247",""
"LOC116209984","GO:0016021"
"LOC116200697","GO:0003735; GO:0006412; GO:0019843; GO:0022626; GO:0046872"
"LOC116211966","GO:0016853; GO:0044281"
"LOC116201337","GO:0008270"
"LOC116190393",""
"LOC116210728",""
"LOC116200014","GO:0005524; GO:0005886; GO:0009536; GO:0016021; GO:0140359"
"LOC116201001","GO:0003779; GO:0005737; GO:0005856"
"LOC116210562","GO:0006857; GO:0016021; GO:0022857"
"LOC116200809",""
"LOC116199048","GO:0008168; GO:0032259; GO:0046872"
"LOC116201623","GO:0005506; GO:0005737; GO:0019310; GO:0019853; GO:0050113"
"LOC116201436",""
"LOC116201555","GO:0004674; GO:0005524; GO:0016021"
"LOC116200927","GO:0005768; GO:0007034"
"LOC116211382","GO:0004722"
"LOC116210420","GO:0004672; GO:0005524"
"LOC116189076","GO:0006004; GO:0016757"
"LOC116187876","GO:0008194"
"LOC116188937","GO:0004672; GO:0005524; GO:0016021"
"LOC116188479","GO:0016021"
"LOC116199116","GO:0008168; GO:0032259; GO:0046872"
"LOC116201709","GO:0004795; GO:0009088; GO:0030170"
"LOC116189212",""
"LOC116201830","GO:0009535; GO:0009773; GO:0010598; GO:0016021"
"LOC116189017","GO:0009909"
"LOC116189054",""
"LOC116189646",""
"LOC116187318","GO:0030145; GO:0048046"
"LOC116200694","GO:0004674; GO:0005524; GO:0016021"
"LOC116200134","GO:0042781; GO:0046872"
"LOC116198877","GO:0005545; GO:0005794; GO:0005905; GO:0006897; GO:0030136; GO:0030276; GO:0048268"
"LOC116200928","GO:0030246"
"LOC116209409","GO:0016788"
"LOC116187878","GO:0005634; GO:0042753; GO:0048511"
"LOC116188086","GO:0003735; GO:0005737; GO:0005840; GO:0006412"
"LOC116188476","GO:0005886; GO:0006869; GO:0008289; GO:0031225"
"LOC116201056","GO:0015297; GO:0016021; GO:0042910; GO:1990961"
"LOC116189162","GO:0030145; GO:0048046"
"LOC116200755","GO:0003677; GO:0005634; GO:0006355"
"LOC116209099","GO:0005739; GO:0065003"
"LOC116190178","GO:0005739; GO:0065003"
"LOC116198867",""
"LOC116213160","GO:0005576"
"LOC116215279","GO:0005576"
"LOC116201737",""
"LOC116189022",""
"LOC116197422","GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0019843"
"LOC116188123","GO:0006486; GO:0016021; GO:0016757"
"LOC116198797","GO:0005634; GO:0046983"
"LOC116189593",""
"LOC116201730","GO:0016021"
"LOC116189211","GO:0006364; GO:0008168; GO:0032259"
"LOC116200226","GO:0016021"
"LOC116201777","GO:0016614; GO:0050660"
"LOC116199112","GO:0008168; GO:0032259; GO:0046872"
"LOC116199318",""
"LOC116187039","GO:0004672; GO:0005524; GO:0016021"
"LOC116189071","GO:0016491"
"LOC116188291","GO:0016021; GO:0071786"
"LOC116188653","GO:0005886; GO:0006811; GO:0016021; GO:0055085"
"LOC116201771","GO:0003723"
"LOC116216094",""
"LOC116208789",""
"LOC116208511","GO:0003729; GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843"
"LOC116198535","GO:0003735; GO:0005840; GO:0006412"
"LOC116207179","GO:0016788"
"LOC116187832",""
"LOC116204609","GO:0003953; GO:0007165"
"LOC116209175",""
"LOC116186975",""
"LOC116189150","GO:0003700; GO:0005516; GO:0005634; GO:0043565"
"LOC116190118","GO:0006886; GO:0031267"
"LOC116189596","GO:0006281; GO:0046982; GO:0071821"
"LOC116208681","GO:0005783; GO:0006511; GO:0016021; GO:0046872; GO:0061630"
"LOC116198749","GO:0016021"
"LOC116188304","GO:0016021; GO:0016567"
"LOC116209497","GO:0046872"
"LOC116206797","GO:0003677; GO:0005634; GO:0006355"
"LOC116188425","GO:0003700; GO:0005634; GO:0043565"
"LOC116207117","GO:0016021"
"LOC116208329","GO:0003735; GO:0005737; GO:0005840; GO:0006412"
"LOC116209337","GO:0005634"
"LOC116187638","GO:0004252"
"LOC116216061","GO:0005786; GO:0006614; GO:0008312"
"LOC116207335","GO:0016788"
"LOC116187588","GO:0005509"
"LOC116188491","GO:0004672; GO:0005524; GO:0016021"
"LOC116189086","GO:0009909"
"LOC116189653","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116188480","GO:0016021"
"LOC116209320","GO:0097573"
"LOC116206647","GO:0016021"
"LOC116187172","GO:0000981; GO:0005634; GO:0043565"
"LOC116207101",""
"LOC116188478",""
"LOC116207272","GO:0003677; GO:0003700"
"LOC116190181","GO:0010945"
"LOC116208213","GO:0010945"
"LOC116188958","GO:0003677; GO:0004815; GO:0005524; GO:0005737; GO:0006422"
"LOC116207123","GO:0003924; GO:0005525; GO:0005786; GO:0006614; GO:0008312; GO:0009536"
"LOC116187586",""
"LOC116189294","GO:0030145; GO:0048046"
"LOC116207380","GO:0005484; GO:0006886; GO:0016021; GO:0016192"
"LOC116189009","GO:0004672; GO:0005524"
"LOC116201779","GO:0000139; GO:0005802; GO:0010008; GO:0016021"
"LOC116208919","GO:0008194"
"LOC116208195","GO:0009734"
"LOC116189652","GO:0003735; GO:0005737; GO:0005840; GO:0006412"
"LOC116206703","GO:0004842"
"LOC116206997",""
"LOC116188927","GO:0030145; GO:0048046"
"LOC116188118","GO:0003729; GO:0005849; GO:0006378"
"LOC116208910",""
"LOC116207062","GO:0010997; GO:0016567; GO:0051301; GO:0097027; GO:1904668"
"LOC116189021","GO:0016021"
"LOC116207170",""
"LOC116207016","GO:0005886; GO:0016021"
"LOC116189381",""
"LOC116209621",""
"LOC116209132","GO:0016021"
"LOC116207126",""
"LOC116216063","GO:0030145; GO:0048046"
"LOC116208351","GO:0016021; GO:0016740"
"LOC116208740","GO:0016021"
"LOC116209342","GO:0006790; GO:0008441; GO:0046854; GO:0046855; GO:0046872"
"LOC116209120","GO:0003677; GO:0005634; GO:0046983"
"LOC116206615","GO:0016788"
"LOC116187174","GO:0016021"
"LOC116206628","GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017"
"LOC116189287",""
"LOC116207501",""
"LOC116206812","GO:0016021"
"LOC116208119","GO:0003824"
"LOC116209708","GO:0005737"
"LOC116209116",""
"LOC116198774",""
"LOC116209393",""
"LOC116209118","GO:0000977; GO:0005634; GO:0045944; GO:0046983"
"LOC116189093",""
"LOC116188276","GO:0005840; GO:0016021"
"LOC116208894",""
"LOC116206685","GO:0003824"
"LOC116215870","GO:0003735; GO:0005737; GO:0005840; GO:0006412"
"LOC116209620","GO:0046872; GO:0051213"
"LOC116208823",""
"LOC116208547","GO:0000014; GO:0003676; GO:0004521; GO:0006308; GO:0046872"
"LOC116206776",""
"LOC116206652","GO:0016021"
"LOC116206701","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116206949","GO:0016021"
"LOC116209138","GO:0016021"
"LOC116209438",""
"LOC116189458","GO:0016747"
"LOC116206972",""
"LOC116208063","GO:0016021"
"LOC116206656",""
"LOC116207106","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116208548","GO:0000014; GO:0003676; GO:0004521; GO:0006308; GO:0046872"
"LOC116208411","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116209663","GO:0005524; GO:0008531; GO:0009231; GO:0009398"
"LOC116207361","GO:0010215; GO:0031225"
"LOC116189469","GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0051603"
"LOC116208444","GO:0015145; GO:0015293; GO:0016021"
"LOC116209328","GO:0097573"
"LOC116189180","GO:0003677; GO:0006355"
"LOC116209248","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116211910","GO:0004842; GO:0006996; GO:0016021; GO:0046872"
"LOC116187632",""
"LOC116211937",""
"LOC116201385","GO:0005524; GO:0005886; GO:0009536; GO:0016021; GO:0140359"
"LOC116208424",""
"LOC116209302",""
"LOC116209717","GO:0005509; GO:0009535; GO:0009654; GO:0015979; GO:0019898"
"LOC116192300","GO:0005634; GO:0006355"
"LOC116209709",""
"LOC116211310",""
"LOC116187251","GO:0016021"
"LOC116187824","GO:0004672; GO:0005524"
"LOC116211879",""
"LOC116210476","GO:0001228; GO:0016602; GO:0043565; GO:0046982"
"LOC116206759","GO:0004553; GO:0010411; GO:0016762; GO:0042546; GO:0048046; GO:0071555"
"LOC116210672","GO:0000178; GO:0003723"
"LOC116190265","GO:0016429; GO:0031515"
"LOC116208694","GO:0008194"
"LOC116208946","GO:0008970; GO:0016042"
"LOC116208744","GO:0016021"
"LOC116209900",""
"LOC116200424",""
"LOC116211942","GO:0005634"
"LOC116188193","GO:0006383"
"LOC116188376","GO:0005524"
"LOC116211412","GO:0000911"
"LOC116188122","GO:0016021"
"LOC116211318",""
"LOC116206851","GO:0003677; GO:0003700; GO:0005634"
"LOC116188541",""
"LOC116188298",""
"LOC116208595","GO:0008168; GO:0032259; GO:0032454"
"LOC116189737","GO:0008168; GO:0032259; GO:0032454"
"LOC116188303","GO:0005768; GO:0007034"
"LOC116209341","GO:0003677; GO:0005634; GO:0006355"
"LOC116211493","GO:0004364; GO:0005829; GO:0006749; GO:0009407"
"LOC116207636",""
"LOC116208413","GO:0004674; GO:0004712; GO:0005524; GO:0016021; GO:0030246; GO:0048544; GO:0106310"
"LOC116211638","GO:0003755; GO:0006457; GO:0110165"
"LOC116200159","GO:0003677; GO:0004816; GO:0005524; GO:0005737; GO:0006421"
"LOC116187823","GO:0004817; GO:0005524; GO:0006423; GO:0046872"
"LOC116198541",""
"LOC116212503",""
"LOC116188493",""
"LOC116210424",""
"LOC116199968","GO:0005634; GO:0005737; GO:0006511; GO:0019773"
"LOC116209114",""
"LOC116206891",""
"LOC116210035",""
"LOC116207957","GO:0016491"
"LOC116209901","GO:0051920"
"LOC116208425","GO:0005789; GO:0006486; GO:0016021"
"LOC116209831",""
"LOC116209145",""
"LOC116210409","GO:0097573"
"LOC116209579","GO:0004672; GO:0005524; GO:0016021"
"LOC116207375","GO:0004252"
"LOC116211340",""
"LOC116189738","GO:0005634; GO:0046983"
"LOC116211702","GO:0006412"
"LOC116212016","GO:0000030; GO:0016021"
"LOC116212064","GO:0000030; GO:0016021"
"LOC116201634","GO:0009055; GO:0016021"
"LOC116208702","GO:0005509"
"LOC116189650","GO:0003735; GO:0005840; GO:0006412"
"LOC116210920","GO:0003824; GO:0005525; GO:0016021"
"LOC116211177","GO:0005525; GO:0005730; GO:0042254"
"LOC116199046",""
"LOC116210483",""
"LOC116200059","GO:0006412; GO:0009507; GO:0042586; GO:0046872"
"LOC116209964","GO:0016042; GO:0016298"
"LOC116209782","GO:0008270"
"LOC116211192","GO:0003854; GO:0005789; GO:0006694; GO:0016021"
"LOC116212059",""
"LOC116198885","GO:0004630; GO:0005509; GO:0016020; GO:0016042; GO:0046470; GO:0070290"
"LOC116200140","GO:0004674; GO:0005524; GO:0016021; GO:0019199; GO:0045087"
"LOC116209808","GO:0006355; GO:0016592"
"LOC116210898","GO:0016592; GO:2000762"
"LOC116200872","GO:0004565; GO:0005975; GO:0030246; GO:0048046"
"LOC116200668","GO:0016616; GO:0051287"
"LOC116208580","GO:0004672; GO:0005524; GO:0005886; GO:0016021; GO:0030246"
"LOC116209971","GO:0016021; GO:0042721; GO:0045039"
"LOC116209425","GO:0000148; GO:0003843; GO:0006075; GO:0008360; GO:0016021; GO:0071555"
"LOC116212536",""
"LOC116211317",""
"LOC116211487","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116209143","GO:0046910"
"LOC116211996","GO:0004364; GO:0005829; GO:0006749; GO:0009407"
"LOC116201207","GO:0047617"
"LOC116209534","GO:0004097; GO:0046148; GO:0046872"
"LOC116196979","GO:0004888; GO:0007166; GO:0016021; GO:0048856"
"LOC116210140","GO:0003924; GO:0005525; GO:0009707; GO:0016021; GO:0045036; GO:0046872"
"LOC116210073","GO:0003924; GO:0005525; GO:0009707; GO:0016021; GO:0045036; GO:0046872"
"LOC116199568","GO:0003735; GO:0005840; GO:0006412; GO:0019843"
"LOC116207030","GO:0016021"
"LOC116193182","GO:0005886; GO:0006869; GO:0008289; GO:0016021; GO:0031225"
"LOC116211494","GO:0004364; GO:0005829; GO:0006749; GO:0009407"
"LOC116209117","GO:0003677; GO:0005634; GO:0046983"
"LOC116210120","GO:0097573"
"LOC116201179","GO:0005634; GO:0006355; GO:0009734"
"LOC116195764","GO:0005509; GO:0009507; GO:0009654; GO:0015979; GO:0019898"
"LOC116190264","GO:0003723"
"LOC116200905","GO:0000776; GO:0005634; GO:0019237; GO:0051382"
"LOC116206674","GO:0004650; GO:0005975"
"LOC116199967","GO:0016021"
"LOC116198991","GO:0051213"
"LOC116196498",""
"LOC116211538","GO:0097573"
"LOC116200289","GO:0008483; GO:0009058; GO:0030170"
"LOC116199567","GO:0000981; GO:0003677; GO:0005634; GO:0008289"
"LOC116209902","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116191922","GO:0003677; GO:0003918; GO:0005524; GO:0006265; GO:0043231; GO:0046872"
"LOC116206627","GO:0005337; GO:0016021"
"LOC116189734","GO:0005337; GO:0016021"
"LOC116211433","GO:0016567; GO:0046872"
"LOC116214824","GO:0016787"
"LOC116201466","GO:0016301"
"LOC116200050","GO:0016301"
"LOC116192916","GO:0016021; GO:0022857"
"LOC116199246","GO:0046872; GO:0051213"
"LOC116211440","GO:0006355"
"LOC116188966","GO:0015996; GO:0080124"
"LOC116201171","GO:0005524; GO:0016887"
"LOC116190271","GO:0004364; GO:0005829; GO:0006749; GO:0009407"
"LOC116201546",""
"LOC116199978","GO:0005516"
"LOC116201858",""
"LOC116200060",""
"LOC116200051",""
"LOC116199128","GO:0003677; GO:0003700; GO:0005634"
"LOC116211238","GO:0016567; GO:0071472"
"LOC116212524","GO:0008270; GO:0016567"
"LOC116199242","GO:0046872; GO:0051213"
"LOC116209590",""
"LOC116200987","GO:0003723"
"LOC116210107",""
"LOC116211542","GO:0006885; GO:0015385; GO:0016021"
"LOC116212404",""
"LOC116201051","GO:0003723"
"LOC116192485","GO:0004190"
"LOC116211651","GO:0005634; GO:0006351; GO:0010338"
"LOC116190273","GO:0008810; GO:0030245"
"LOC116200669","GO:0005737; GO:0005874; GO:0007017; GO:0030286"
"LOC116200685","GO:0004252; GO:0006465; GO:0016021"
"LOC116209564","GO:0000981; GO:0003677; GO:0005634; GO:0008289"
"LOC116198999","GO:0005886; GO:0016021"
"LOC116195182","GO:0008810; GO:0030245"
"LOC116202041",""
"LOC116211434","GO:0005730"
"LOC116211387","GO:0005730"
"LOC116206720","GO:0005789; GO:0016021"
"LOC116211608","GO:0003953; GO:0007165; GO:0030246; GO:0043531"
"LOC116193046","GO:0005634; GO:0008270; GO:0018024"
"LOC116209147",""
"LOC116208708","GO:0003924; GO:0005525"
"LOC116201581","GO:0005634; GO:0045892"
"LOC116210043","GO:0005634; GO:0006352; GO:0046982"
"LOC116210268","GO:0004674; GO:0005524"
"LOC116190270","GO:0004674; GO:0005524"
"LOC116212748",""
"LOC116198825",""
"LOC116209609",""
"LOC116201851","GO:0016021"
"LOC116201384","GO:0016021"
"LOC116214866","GO:0003824"
"LOC116201095","GO:0015031"
"LOC116192918",""
